"행정구역","2023년06월_남_총인구수","2023년06월_남_연령구간인구수","2023년06월_남_0~9세","2023년06월_남_10~19세","2023년06월_남_20~29세","2023년06월_남_30~39세","2023년06월_남_40~49세","2023년06월_남_50~59세","2023년06월_남_60~69세","2023년06월_남_70~79세","2023년06월_남_80~89세","2023년06월_남_90~99세","2023년06월_남_100세 이상","2023년06월_여_총인구수","2023년06월_여_연령구간인구수","2023년06월_여_0~9세","2023년06월_여_10~19세","2023년06월_여_20~29세","2023년06월_여_30~39세","2023년06월_여_40~49세","2023년06월_여_50~59세","2023년06월_여_60~69세","2023년06월_여_70~79세","2023년06월_여_80~89세","2023년06월_여_90~99세","2023년06월_여_100세 이상"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","5,345","5,345","234","424","597","631","810","909","993","564","177","6","0","5,367","5,367","201","375","500","489","724","903","1,225","662","250","38","0"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","14,999","14,999","1,322","1,831","1,584","1,738","2,694","2,407","2,157","962","288","16","0","15,569","15,569","1,294","1,692","1,283","1,791","2,826","2,634","2,451","1,089","430","76","3"
"경상남도 창원시 마산회원구 합성1동(4812758000)","4,523","4,523","316","262","527","612","707","724","818","421","130","5","1","4,452","4,452","276","266","424","531","584","761","846","514","225","23","2"
"경상남도 창원시 마산회원구 합성2동(4812759000)","3,671","3,671","90","227","462","409","537","666","713","444","119","4","0","3,683","3,683","100","219","412","272","443","588","881","537","199","32","0"
"경상남도 창원시 마산회원구 구암1동(4812760000)","4,297","4,297","146","332","461","460","616","784","874","468","149","7","0","4,280","4,280","143","293","342","341","484","784","1,071","550","242","30","0"
"경상남도 창원시 마산회원구 구암2동(4812761000)","4,543","4,543","203","376","554","547","689","793","802","445","129","5","0","4,544","4,544","191","335","537","425","597","808","949","489","192","21","0"
"경상남도 창원시 마산회원구 봉암동(4812762000)","1,700","1,700","61","101","168","205","306","322","311","183","41","2","0","1,348","1,348","46","82","94","119","176","253","299","177","88","11","3"
"경상남도 창원시 진해구 (4812900000)","98,994","98,994","8,130","11,124","11,227","12,584","18,708","16,024","12,748","6,047","2,223","179","0","93,609","93,609","7,518","10,335","8,210","10,977","17,045","14,400","13,363","7,092","4,021","637","11"
"경상남도 창원시 진해구 충무동(4812953000)","8,428","8,428","563","865","1,267","1,144","1,389","1,227","1,029","620","295","29","0","7,847","7,847","556","843","724","860","1,270","1,027","1,159","835","496","75","2"
"경상남도 창원시 진해구 여좌동(4812954000)","4,052","4,052","137","318","460","369","550","664","727","518","290","19","0","4,112","4,112","102","246","267","263","491","655","838","714","455","81","0"
"경상남도 창원시 진해구 태백동(4812955000)","1,794","1,794","70","107","198","154","237","307","353","258","102","8","0","1,818","1,818","72","109","137","122","191","277","374","321","186","29","0"
"경상남도 창원시 진해구 경화동(4812956000)","5,447","5,447","405","543","593","622","852","899","907","453","160","13","0","5,372","5,372","369","451","429","547","845","896","970","534","288","42","1"
"경상남도 창원시 진해구 병암동(4812957000)","3,530","3,530","208","384","391","347","572","587","579","314","138","10","0","3,677","3,677","194","345","322","318","559","612","658","391","243","34","1"
"경상남도 창원시 진해구 석동(4812958000)","9,002","9,002","579","1,248","1,252","1,088","1,529","1,604","1,107","446","136","13","0","8,411","8,411","527","1,146","948","857","1,665","1,439","1,101","489","207","31","1"
"경상남도 창원시 진해구 이동(4812959000)","4,491","4,491","155","268","635","580","726","740","821","422","139","5","0","3,983","3,983","133","246","381","364","532","653","905","483","250","35","1"
"경상남도 창원시 진해구 자은동(4812960000)","10,368","10,368","946","1,199","1,110","1,312","1,925","1,715","1,433","557","151","20","0","10,415","10,415","897","1,126","890","1,286","1,895","1,802","1,504","611","353","50","1"
"경상남도 창원시 진해구 덕산동(4812961000)","4,871","4,871","438","605","624","639","834","706","574","334","106","11","0","4,965","4,965","398","566","463","534","849","693","766","410","252","34","0"
"경상남도 창원시 진해구 풍호동(4812962000)","12,609","12,609","1,434","1,813","1,126","1,417","2,622","1,729","1,605","629","219","15","0","12,610","12,610","1,299","1,726","883","1,539","2,625","1,778","1,679","672","347","61","1"
"경상남도 창원시 진해구 웅천동(4812963000)","6,553","6,553","870","582","544","1,079","1,233","926","830","351","127","11","0","6,434","6,434","802","532","522","1,130","1,075","911","794","350","275","43","0"
"경상남도 창원시 진해구 웅동1동(4812964000)","3,992","3,992","248","387","434","490","628","762","649","295","90","9","0","3,878","3,878","234","350","367","398","644","680","640","275","236","53","1"
"경상남도 창원시 진해구 웅동2동(4812965000)","23,857","23,857","2,077","2,805","2,593","3,343","5,611","4,158","2,134","850","270","16","0","20,087","20,087","1,935","2,649","1,877","2,759","4,404","2,977","1,975","1,007","433","69","2"
"경상남도 진주시 (4817000000)","169,206","169,206","12,514","17,859","22,878","20,629","25,393","28,286","24,589","12,001","4,668","382","7","173,238","173,238","11,687","16,301","18,783","18,814","25,886","28,791","26,721","15,081","9,466","1,663","45"
"경상남도 진주시 문산읍(4817025000)","3,959","3,959","286","359","315","453","524","675","810","376","144","17","0","3,915","3,915","251","290","316","364","455","598","742","459","351","84","5"
"경상남도 진주시 내동면(4817031000)","1,991","1,991","152","229","209","167","287","375","338","175","53","6","0","1,994","1,994","130","201","190","180","305","353","295","176","135","28","1"
"경상남도 진주시 정촌면(4817032000)","4,417","4,417","473","262","475","921","674","609","655","265","79","4","0","4,277","4,277","495","288","381","798","548","650","623","251","198","43","2"
"경상남도 진주시 금곡면(4817033000)","1,030","1,030","13","50","69","67","102","195","281","161","86","6","0","1,085","1,085","20","37","32","44","58","142","252","210","236","54","0"
"경상남도 진주시 진성면(4817035000)","917","917","22","22","55","62","77","181","260","143","84","10","1","922","922","19","28","38","43","44","133","232","169","181","34","1"
"경상남도 진주시 일반성면(4817036000)","1,236","1,236","45","87","100","83","141","247","293","164","69","7","0","1,278","1,278","43","69","68","64","113","215","266","197","208","35","0"
"경상남도 진주시 이반성면(4817037000)","784","784","9","19","45","38","54","142","254","141","72","10","0","755","755","5","13","16","19","31","79","231","146","177","37","1"
"경상남도 진주시 사봉면(4817038000)","718","718","10","29","36","29","88","126","186","139","68","7","0","752","752","14","24","19","28","42","79","180","148","182","35","1"
"경상남도 진주시 지수면(4817039000)","698","698","15","27","52","36","74","129","182","127","49","7","0","677","677","14","37","29","20","40","94","145","122","149","27","0"
"경상남도 진주시 대곡면(4817040000)","1,522","1,522","22","60","104","82","148","290","395","262","145","13","1","1,533","1,533","16","45","53","48","73","213","387","281","351","63","3"
"경상남도 진주시 금산면(4817041000)","10,133","10,133","888","1,398","1,189","1,117","1,574","1,737","1,388","598","226","18","0","10,199","10,199","827","1,203","927","1,085","1,780","1,719","1,447","704","424","80","3"
"경상남도 진주시 집현면(4817042000)","2,262","2,262","96","191","205","155","286","477","498","232","113","9","0","2,221","2,221","83","187","126","162","264","393","429","284","249","43","1"
"경상남도 진주시 미천면(4817043000)","770","770","10","27","37","30","61","158","223","151","69","4","0","773","773","9","19","24","27","26","89","184","170","189","36","0"
"경상남도 진주시 명석면(4817044000)","1,899","1,899","48","76","137","124","193","364","536","287","120","14","0","1,962","1,962","52","83","124","93","149","350","521","303","237","49","1"
"경상남도 진주시 대평면(4817045000)","472","472","7","19","37","25","44","91","133","75","37","4","0","525","525","9","26","30","21","37","74","120","88","99","20","1"
"경상남도 진주시 수곡면(4817046000)","1,078","1,078","23","52","65","46","102","232","308","160","80","10","0","1,105","1,105","17","37","54","47","62","150","288","179","232","39","0"
"경상남도 진주시 천전동(4817051500)","13,581","13,581","708","1,219","2,380","1,519","1,788","2,266","1,931","1,186","542","42","0","13,901","13,901","569","1,071","1,892","1,256","1,777","2,343","2,342","1,623","905","116","7"
"경상남도 진주시 성북동(4817055500)","4,888","4,888","168","331","640","584","741","852","853","498","201","20","0","5,037","5,037","174","291","621","456","647","789","984","649","346","79","1"
"경상남도 진주시 중앙동(4817056500)","5,144","5,144","158","317","535","498","662","920","1,053","727","256","18","0","5,548","5,548","120","260","470","359","501","814","1,335","1,039","573","76","1"
"경상남도 진주시 상봉동(4817059500)","6,545","6,545","231","528","825","639","870","1,274","1,187","705","259","27","0","6,759","6,759","201","442","743","513","742","1,159","1,427","942","507","81","2"
"경상남도 진주시 상대동(4817067300)","9,358","9,358","399","721","1,445","1,142","1,222","1,644","1,558","864","342","21","0","9,572","9,572","380","707","1,221","845","1,212","1,771","1,818","1,079","480","59","0"
"경상남도 진주시 하대동(4817067800)","11,749","11,749","577","1,157","1,843","1,409","1,557","2,228","1,925","801","237","14","1","11,797","11,797","476","1,015","1,441","1,120","1,550","2,523","2,150","952","477","93","0"
"경상남도 진주시 상평동(4817068000)","5,659","5,659","304","452","743","727","855","994","927","483","163","11","0","5,468","5,468","300","494","581","582","770","926","980","576","215","43","1"
"경상남도 진주시 초장동(4817069500)","13,265","13,265","1,514","2,271","1,647","1,532","2,425","2,147","1,191","398","130","8","2","12,990","12,990","1,339","1,754","1,279","1,673","2,806","2,189","1,123","512","264","50","1"
"경상남도 진주시 평거동(4817071000)","12,632","12,632","872","1,622","1,967","1,423","1,851","2,313","1,693","605","260","25","1","13,882","13,882","840","1,518","1,691","1,393","2,361","2,762","1,805","855","561","95","1"
"경상남도 진주시 신안동(4817071500)","5,327","5,327","279","506","766","578","713","874","880","490","225","16","0","5,915","5,915","264","476","661","533","718","1,064","1,156","635","349","56","3"
"경상남도 진주시 이현동(4817072000)","5,576","5,576","287","651","739","520","733","1,029","967","489","149","12","0","5,710","5,710","238","488","536","454","835","1,130","1,100","588","286","50","5"
"경상남도 진주시 판문동(4817073000)","9,794","9,794","979","1,443","1,126","1,003","1,830","1,664","1,155","427","156","11","0","10,803","10,803","997","1,520","1,035","1,100","2,104","1,748","1,296","606","333","63","1"
"경상남도 진주시 가호동(4817074000)","15,159","15,159","1,245","1,431","3,572","2,472","2,086","2,087","1,501","563","194","8","0","14,770","14,770","1,178","1,369","2,695","2,112","2,162","2,224","1,722","813","429","64","2"
"경상남도 진주시 충무공동(4817075000)","16,643","16,643","2,674","2,303","1,520","3,148","3,631","1,966","1,028","309","60","3","1","17,113","17,113","2,607","2,309","1,490","3,375","3,674","2,018","1,141","325","143","31","0"
"경상남도 통영시 (4822000000)","60,970","60,970","3,529","6,427","5,282","5,440","10,504","11,333","10,866","5,621","1,838","130","0","60,404","60,404","3,487","6,032","4,024","5,132","9,320","10,246","11,422","6,368","3,762","597","14"
"경상남도 통영시 산양읍(4822025000)","2,306","2,306","33","110","132","137","314","496","604","341","122","17","0","2,063","2,063","45","94","76","109","188","327","503","356","318","47","0"
"경상남도 통영시 용남면(4822031000)","5,977","5,977","423","729","510","534","1,063","1,148","924","468","157","21","0","6,026","6,026","448","730","401","527","1,055","1,050","899","500","356","58","2"
"경상남도 통영시 도산면(4822033000)","1,400","1,400","25","54","76","74","155","274","387","252","96","7","0","1,327","1,327","21","50","40","55","74","189","366","264","222","44","2"
"경상남도 통영시 광도면(4822034000)","15,510","15,510","1,491","2,219","1,324","1,763","3,453","2,573","1,738","721","217","11","0","15,042","15,042","1,450","2,047","1,129","1,833","3,221","2,338","1,791","755","415","62","1"
"경상남도 통영시 욕지면(4822035000)","1,103","1,103","14","42","59","46","170","247","273","170","77","5","0","816","816","8","36","36","26","69","154","211","144","115","17","0"
"경상남도 통영시 한산면(4822036000)","968","968","6","28","34","50","95","195","259","188","103","10","0","911","911","10","22","27","26","44","113","211","206","222","30","0"
"경상남도 통영시 사량면(4822037000)","688","688","3","12","18","36","64","151","235","110","57","2","0","687","687","10","11","14","14","28","109","195","134","141","29","2"
"경상남도 통영시 도천동(4822051000)","4,250","4,250","160","331","497","305","623","807","886","467","168","6","0","4,228","4,228","137","396","323","234","511","725","952","553","349","48","0"
"경상남도 통영시 명정동(4822053000)","1,289","1,289","22","60","93","68","165","267","326","207","75","6","0","1,349","1,349","35","71","70","59","102","214","346","275","155","21","1"
"경상남도 통영시 중앙동(4822055000)","1,777","1,777","30","98","125","127","235","371","449","243","94","5","0","1,798","1,798","47","84","84","82","159","299","498","337","186","22","0"
"경상남도 통영시 정량동(4822059000)","4,212","4,212","156","321","300","360","672","890","860","493","152","8","0","4,100","4,100","156","312","215","270","509","757","1,010","561","275","34","1"
"경상남도 통영시 북신동(4822060000)","4,772","4,772","292","471","446","450","719","752","917","554","163","8","0","5,278","5,278","265","433","331","435","695","900","1,241","654","279","44","1"
"경상남도 통영시 미수동(4822066500)","5,165","5,165","280","679","487","399","864","966","990","403","92","5","0","5,385","5,385","271","643","345","448","858","1,015","1,026","492","243","43","1"
"경상남도 통영시 봉평동(4822067000)","4,912","4,912","169","440","435","406","720","997","1,035","520","174","16","0","4,692","4,692","182","406","315","345","588","818","1,027","637","313","60","1"
"경상남도 통영시 무전동(4822070000)","6,641","6,641","425","833","746","685","1,192","1,199","983","484","91","3","0","6,702","6,702","402","697","618","669","1,219","1,238","1,146","500","173","38","2"
"경상남도 사천시 (4824000000)","55,118","55,118","3,428","5,219","5,949","5,775","8,786","9,929","8,951","4,842","2,067","171","1","53,855","53,855","3,261","4,860","3,832","4,668","7,999","8,632","9,278","6,161","4,321","828","15"
"경상남도 사천시 사천읍(4824025000)","9,477","9,477","615","866","1,347","1,305","1,655","1,723","1,179","529","240","18","0","8,371","8,371","554","825","864","880","1,407","1,452","1,152","652","486","99","0"
"경상남도 사천시 정동면(4824031000)","6,962","6,962","660","832","820","1,014","1,205","1,187","769","338","123","14","0","6,924","6,924","642","792","597","910","1,258","1,097","777","445","320","84","2"
"경상남도 사천시 사남면(4824032000)","8,047","8,047","838","1,075","936","1,059","1,611","1,207","784","369","152","16","0","7,464","7,464","747","1,072","554","921","1,544","962","779","491","318","74","2"
"경상남도 사천시 용현면(4824033000)","3,624","3,624","204","350","258","316","655","627","672","369","162","11","0","3,591","3,591","247","311","184","295","515","544","675","443","299","78","0"
"경상남도 사천시 축동면(4824034000)","781","781","19","26","39","52","81","148","230","122","56","8","0","722","722","17","18","34","27","52","94","172","135","145","27","1"
"경상남도 사천시 곤양면(4824035000)","1,662","1,662","37","82","112","103","158","307","426","282","135","20","0","1,548","1,548","20","63","65","51","108","228","369","315","270","59","0"
"경상남도 사천시 곤명면(4824036000)","1,365","1,365","29","41","88","65","148","283","350","227","123","11","0","1,354","1,354","23","28","36","44","70","182","362","284","281","43","1"
"경상남도 사천시 서포면(4824037000)","1,691","1,691","28","57","117","90","170","347","446","280","146","10","0","1,721","1,721","31","61","63","63","110","254","430","328","319","60","2"
"경상남도 사천시 동서동(4824051000)","2,689","2,689","64","123","179","183","333","536","625","449","187","10","0","2,868","2,868","64","117","126","108","232","382","791","615","384","48","1"
"경상남도 사천시 선구동(4824052000)","2,352","2,352","75","154","254","189","316","447","502","296","110","9","0","2,435","2,435","82","122","143","144","261","449","578","387","234","35","0"
"경상남도 사천시 동서금동(4824053000)","2,978","2,978","198","268","260","287","471","541","515","310","120","8","0","3,190","3,190","201","240","183","272","440","528","605","467","226","26","2"
"경상남도 사천시 벌용동(4824055000)","7,329","7,329","411","832","805","636","1,101","1,437","1,231","619","239","18","0","7,771","7,771","382","760","598","568","1,242","1,469","1,377","813","490","71","1"
"경상남도 사천시 향촌동(4824057000)","3,593","3,593","133","307","518","277","540","703","656","315","137","7","0","3,232","3,232","142","271","261","216","475","572","605","397","239","52","2"
"경상남도 사천시 남양동(4824059500)","2,448","2,448","117","201","211","192","328","412","530","315","130","11","1","2,546","2,546","108","177","122","166","281","405","572","354","290","70","1"
"경상남도 사천시 신수출장소(4824089000)","120","120","0","5","5","7","14","24","36","22","7","0","0","118","118","1","3","2","3","4","14","34","35","20","2","0"
"경상남도 사천남양출장소 (4824500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경상남도 김해시 (4825000000)","269,419","269,419","21,037","30,666","33,521","33,128","46,341","51,038","35,715","13,199","4,447","322","5","263,531","263,531","19,838","28,925","27,546","30,241","46,586","49,961","33,885","15,951","9,177","1,391","30"
"경상남도 김해시 진영읍(4825025000)","28,236","28,236","2,730","3,353","2,603","3,670","5,878","4,723","3,359","1,418","476","26","0","26,645","26,645","2,566","3,112","2,037","3,465","5,177","4,199","3,465","1,574","888","159","3"
"경상남도 김해시 주촌면(4825032000)","9,971","9,971","1,518","756","924","1,984","1,872","1,413","1,100","300","89","15","0","9,506","9,506","1,426","742","862","1,961","1,573","1,544","873","283","206","36","0"
"경상남도 김해시 진례면(4825033000)","3,326","3,326","85","158","288","276","404","730","826","385","152","22","0","2,741","2,741","67","127","168","175","253","523","674","416","275","63","0"
